name	pronounciation	pronounciationAm	frequency	similarWords	meaningShort	meaningLong	meaningOther	soundUrl	exampleSoundUrl	viewTime	viewInterval	easiness	TotalViewed	StartTime
move	[muːv]		188	 movie more love mode dove rove mole	To move is to shift your position or change where you are. It can be a little spooky to hear a sleepwalker move around a dark house at night.					0	-2147483648	-2147483648	-2147483648	0
night	[naɪt]		189	 knight thing might right light fight eight sight tight tonight nightly						0	-2147483648	-2147483648	-2147483648	0
live	[lɪv]		190	 evil veil alive liver olive like give life line five love lie dive lime	The verb live means remain alive. If you hope to live until you're 100, start eating vegetables.					0	-2147483648	-2147483648	-2147483648	0
Mr	['mɪstə(r)]		191							0	-2147483648	-2147483648	-2147483648	0
point	[pɔɪnt]		192	 paint print joint pint appoint pointed	When you go through airport security these days, you have to take anything with a point out of your carry-on bag. A point is any sharp or tapered end.					0	-2147483648	-2147483648	-2147483648	0
believe	[bɪ'liːv]		193	 believer relieve belief	If you believe something, you think it’s true. If you are easily duped then you might believe your little sister when she says a thief broke into the house and ate all your candy.					0	-2147483648	-2147483648	-2147483648	0
hold	[həʊld]		194	 old cold hole gold holy fold bold hood mold	If you grasp something in your hands, you hold it. Be careful when you hold the puppy — he's so wriggly, and you wouldn't want to drop him!					0	-2147483648	-2147483648	-2147483648	0
today	[tə'deɪ]		195							0	-2147483648	-2147483648	-2147483648	0
bring	[brɪŋ]		196	 boring being ring brink wring bearing	To bring something is to carry or convey it somewhere. A trained dog will bring back a stick.					0	-2147483648	-2147483648	-2147483648	0
happen	['hæpən]		197							0	-2147483648	-2147483648	-2147483648	0
next	[nekst]		198	 text net nest neat						0	-2147483648	-2147483648	-2147483648	0
without	[wɪ'ðaʊt]		199							0	-2147483648	-2147483648	-2147483648	0
before	[bɪ'fɔː(r)]		200		When one thing precedes another, it comes before. You put your socks on before your shoes, you close the door before you lock it, and you should make sure the store is open before you leave home.					0	-2147483648	-2147483648	-2147483648	0
large	[lɑːdʒ]		201	 glare barge largely enlarge	Large means the size of an item, such as clothing, that falls between medium and extra-large. If you realize your size has changed from medium to large, it might be time to cut back on the cupcakes.					0	-2147483648	-2147483648	-2147483648	0
million	['mɪljən]		202	 billion millionth trillion mission	A million is 1,000,000. It's a large number made of a thousand thousands. If you have a million dollars, you’re a millionaire!					0	-2147483648	-2147483648	-2147483648	0
must	[mʌst]		203	 just most dust mist bust lust muse oust gust rust	A must is something that's so important it can't be missed or ignored. When you're taking kayaking lessons, a lifejacket is a must.					0	-2147483648	-2147483648	-2147483648	0
home	[həʊm]		204	 homer some come hope hole dome hose hone	Home is where you live: your house, apartment, or condo. It's also the place we feel most comfortable, loved, and protected — where we most feel at home.					0	-2147483648	-2147483648	-2147483648	0
under	['ʌndə(r)]		205	 founder undergo thunder						0	-2147483648	-2147483648	-2147483648	0
water	['wɔːtə(r)]		206	 waiter watery later cater waver watcher	The liquid that is made up of two parts hydrogen and one part oxygen is water. Water takes up over seventy percent of the earth’s surface. Your body is made of about sixty percent water.					0	-2147483648	-2147483648	-2147483648	0
Friday			206							0	-2147483648	-2147483648	-2147483648	0
room	[ruːm]		207	 groom broom root roof boom loom roam doom zoom						0	-2147483648	-2147483648	-2147483648	0
write	[raɪt]		208	 right rite writer white rewrite	To write is to put pen to paper or fingers to keyboard. If you have trouble falling asleep, write down all the thoughts swimming around your head before getting into bed as a way to clear your mind.					0	-2147483648	-2147483648	-2147483648	0
mother	['mʌðə(r)]		209	 other bother another brother	A mother is a female parent: mothers nurture and mother children. It's also a term for an elderly woman or mother superior.					0	-2147483648	-2147483648	-2147483648	0
area	['eəriə]		210	 arena	The area is a part of a place, usually defined by a function. If you can't stop talking, don't sit in the quiet area of the library.					0	-2147483648	-2147483648	-2147483648	0
national	['næʃnəl]		211	 rational nationally nation optional nationalism nationalist nationality irrational vocational	National is an adjective that refers to something or someone that belongs to a nation or country. Baseball is the national pastime of the United States.					0	-2147483648	-2147483648	-2147483648	0
money	['mʌni]		212	 monkey honey	Money is cash. You can have money in your pocket or money in the bank. People need money to buy things.					0	-2147483648	-2147483648	-2147483648	0
story	['stɔːri]		213	 store storm Tory history	If your little brother begs you to tell him a story, he wants to hear a short, entertaining tale.					0	-2147483648	-2147483648	-2147483648	0
young	[jʌŋ]		214							0	-2147483648	-2147483648	-2147483648	0
fact	[fækt]		215	 facet face act fast fat pact	You can't argue with facts: a fact is something proven to be true. It's important to distinguish between fact and fiction.					0	-2147483648	-2147483648	-2147483648	0
month	[mʌnθ]		216	 mouth moth monthly						0	-2147483648	-2147483648	-2147483648	0
different	['dɪfrənt]		217	 differently indifferent difference diffident differential	Something is different whether it is only a little or completely unlike something else. Not only are your two cats different breeds, but they are also different from your pet tiger.					0	-2147483648	-2147483648	-2147483648	0
lot	[lɒt]		218	 lots lost plot slot loft	A lot is a plot of land. When you buy a house, you also buy the lot on which it sits.					0	-2147483648	-2147483648	-2147483648	0
study	['stʌdi]		219	 dusty sturdy stud	It might seem as if you've gone catatonic, staring at a crack in the sidewalk for so long, but really you're observing it as closely as possible for your study of ant movement.					0	-2147483648	-2147483648	-2147483648	0
got			219	 goat						0	-2147483648	-2147483648	-2147483648	0
book	[bʊk]		220	 look cook boot boom hook	"For a lot of kids, ""Harry Potter and the Sorcerer's Stone"" was their first experience of really falling in love with a book, or a collection of printed words or illustrations bound together."					0	-2147483648	-2147483648	-2147483648	0
eye	[aɪ]		221	 I aye	An eye is the part of your body that makes it possible for you to see. When your eyes are closed, you can no longer see — until you open them again.					0	-2147483648	-2147483648	-2147483648	0
job	[dʒɒb]		222		"Whether you enjoy it or not, few can survive without a job, or performing work for pay. There are also non-paying jobs, also called ""chores"" or ""tasks,"" that are necessary but do not put food in your mouth."					0	-2147483648	-2147483648	-2147483648	0
word	[wɜːd]		223	 world sword work wood cord worm ward lord ford worn	A word is a unit of language that native speakers can agree upon as a separate and distinct unit of meaning. Languages are made up of words. You must like words since you are here, on this word site.					0	-2147483648	-2147483648	-2147483648	0
though	[ðəʊ]		224	 through thought tough although thorough	"Though is fine conjunction. It's no ""but"" or ""however"", though it is a useful word, when you want let a reader know that two ideas are opposing one another."					0	-2147483648	-2147483648	-2147483648	0
business	['bɪznəs]		225	 businessman	If you are in Hong Kong to do work, then you’re away on business. The word business can refer to the activities you perform for your job.					0	-2147483648	-2147483648	-2147483648	0
issue	['ɪʃuː]		226	 tissue	"One copy of ""Celebrities are Cool"" magazine is an issue. It is issued, or put out, by the publisher. You and your mother may argue over the issue, or topic, of whether or not you should read it."					0	-2147483648	-2147483648	-2147483648	0
side	[saɪd]		227	 aside slide site size wide hide ride aide tide						0	-2147483648	-2147483648	-2147483648	0
kind	[kaɪnd]		228	 kinda find kid mind wind king bind kin	A helpful and considerate nature can be described as kind. It is kind of someone to volunteer to rake their elderly neighbor's leaves in the fall. As a noun, kind refers to the variety or specific type of something.					0	-2147483648	-2147483648	-2147483648	0
four	[fɔː(r)]		229	 flour for your our hour tour pour fur sour foul						0	-2147483648	-2147483648	-2147483648	0
head	[hed]		230	 ahead hear lead read dead heat heal herd bead heap heed	On a human body, the head is the part with your skull, brain, eyes, ears, and mouth. Nod your head if you understand which part of your body includes your head.					0	-2147483648	-2147483648	-2147483648	0
far	[fɑː(r)]		231	 RAF fear farm fair fare	"Use the adverb far to mean ""distant,"" ""remote,"" or ""at a geat distance away."" When you see a ship far out at sea, it's so remote from where you are that you might soon need binoculars to catch a glimpse of it."					0	-2147483648	-2147483648	-2147483648	0
black	[blæk]		232	 back lack block blank slack	We all know what black looks like, but technically it's defined by the absence of light. Total darkness. It can also mean an angry feeling or something wicked or hopeless. For example, “The traffic put me in a black mood.”					0	-2147483648	-2147483648	-2147483648	0
long	[lɒŋ]		233	 along song lung log lone	To strongly crave or desire something is to long for it. No matter how healthful your diet is, you'll still occasionally long for chocolate, cookies, and cake.					0	-2147483648	-2147483648	-2147483648	0
both	[bəʊθ]		234	 booth broth bath moth	When you're talking about two things that go together, use the adjective both. If you put on both of your boots, you are wearing the left one and the right one.					0	-2147483648	-2147483648	-2147483648	0
